freq,s11,s21,s12,s22
1.340E9,-10.422,39.199,-51.050,-17.893
1.342E9,-10.464,39.196,-51.617,-17.767
1.344E9,-10.521,39.197,-51.198,-17.807
1.346E9,-10.577,39.194,-52.358,-17.776
1.348E9,-10.626,39.192,-51.387,-17.700
1.350E9,-10.674,39.192,-50.745,-17.599
1.352E9,-10.733,39.188,-51.054,-17.570
1.354E9,-10.776,39.186,-50.747,-17.535
1.356E9,-10.853,39.185,-51.313,-17.469
1.358E9,-10.910,39.180,-50.844,-17.398
1.360E9,-10.963,39.179,-51.377,-17.401
1.362E9,-11.021,39.178,-51.186,-17.332
1.364E9,-11.083,39.175,-50.772,-17.250
1.366E9,-11.135,39.171,-51.155,-17.245
1.368E9,-11.217,39.169,-50.856,-17.186
1.370E9,-11.256,39.167,-51.248,-17.139
1.372E9,-11.313,39.160,-50.844,-17.066
1.374E9,-11.365,39.155,-51.435,-17.039
1.376E9,-11.439,39.152,-51.268,-16.988
1.378E9,-11.514,39.150,-50.550,-16.930
1.380E9,-11.568,39.146,-50.547,-16.881
1.382E9,-11.627,39.142,-50.558,-16.846
1.384E9,-11.703,39.139,-50.539,-16.788
1.386E9,-11.757,39.135,-50.620,-16.752
1.388E9,-11.837,39.131,-50.293,-16.672
1.390E9,-11.898,39.126,-50.322,-16.602
1.392E9,-11.958,39.122,-50.563,-16.601
1.394E9,-12.034,39.118,-50.236,-16.534
1.396E9,-12.097,39.115,-50.234,-16.488
1.398E9,-12.166,39.110,-50.432,-16.449
1.400E9,-12.238,39.105,-50.271,-16.424
1.402E9,-12.305,39.102,-50.387,-16.343
1.404E9,-12.376,39.097,-50.337,-16.295
1.406E9,-12.437,39.093,-50.220,-16.226
1.408E9,-12.508,39.087,-50.423,-16.208
1.410E9,-12.585,39.080,-50.312,-16.160
1.412E9,-12.661,39.076,-50.308,-16.115
1.414E9,-12.742,39.070,-50.528,-16.104
1.416E9,-12.787,39.065,-49.923,-16.014
1.418E9,-12.882,39.058,-50.414,-15.995
1.420E9,-12.951,39.053,-50.282,-15.958
1.422E9,-13.030,39.047,-50.131,-15.910
1.424E9,-13.097,39.041,-50.118,-15.858
1.426E9,-13.176,39.035,-50.242,-15.825
1.428E9,-13.265,39.027,-49.963,-15.779
1.430E9,-13.323,39.022,-50.011,-15.721
1.432E9,-13.445,39.015,-50.460,-15.714
1.434E9,-13.514,39.008,-50.251,-15.676
1.436E9,-13.589,39.002,-50.010,-15.610
1.438E9,-13.632,38.994,-49.954,-15.556
1.440E9,-13.710,38.986,-50.185,-15.525
1.442E9,-13.806,38.979,-49.942,-15.484
1.444E9,-13.876,38.973,-49.723,-15.443
1.446E9,-13.944,38.965,-49.794,-15.412
1.448E9,-14.029,38.957,-50.112,-15.369
1.450E9,-14.081,38.951,-50.289,-15.342
1.452E9,-14.263,38.941,-49.644,-15.260
1.454E9,-14.313,38.935,-49.539,-15.234
1.456E9,-14.370,38.927,-49.809,-15.192
1.458E9,-14.444,38.918,-49.851,-15.168
1.460E9,-14.531,38.909,-49.645,-15.121
1.462E9,-14.598,38.902,-49.810,-15.101
1.464E9,-14.733,38.895,-49.294,-15.022
1.466E9,-14.769,38.885,-49.925,-15.021
1.468E9,-14.846,38.878,-49.736,-14.982
1.470E9,-14.959,38.871,-49.684,-14.941
1.472E9,-15.050,38.861,-49.436,-14.896
1.474E9,-15.112,38.852,-49.448,-14.858
1.476E9,-15.194,38.843,-49.816,-14.860
1.478E9,-15.324,38.835,-49.248,-14.777
1.480E9,-15.354,38.826,-49.529,-14.769
1.482E9,-15.508,38.817,-49.323,-14.712
1.484E9,-15.550,38.809,-49.260,-14.690
1.486E9,-15.644,38.799,-49.524,-14.679
1.488E9,-15.742,38.788,-49.462,-14.636
1.490E9,-15.818,38.781,-49.144,-14.579
1.492E9,-15.946,38.770,-49.555,-14.566
1.494E9,-16.019,38.762,-49.161,-14.512
1.496E9,-16.082,38.755,-49.129,-14.488
1.498E9,-16.186,38.743,-49.314,-14.456
1.500E9,-16.274,38.733,-49.071,-14.417
1.502E9,-16.363,38.723,-48.962,-14.384
1.504E9,-16.413,38.712,-48.773,-14.343
1.506E9,-16.565,38.703,-49.175,-14.329
1.508E9,-16.642,38.693,-49.211,-14.290
1.510E9,-16.717,38.682,-49.064,-14.242
1.512E9,-16.766,38.670,-48.710,-14.230
1.514E9,-16.952,38.660,-49.170,-14.236
1.516E9,-17.005,38.652,-48.981,-14.186
1.518E9,-17.103,38.640,-48.824,-14.160
1.520E9,-17.200,38.631,-48.978,-14.118
1.522E9,-17.293,38.619,-49.094,-14.097
1.524E9,-17.353,38.609,-49.166,-14.060
1.526E9,-17.466,38.598,-48.992,-14.041
1.528E9,-17.541,38.588,-48.565,-14.019
1.530E9,-17.613,38.577,-49.022,-13.985
1.532E9,-17.725,38.565,-48.531,-13.969
1.534E9,-17.832,38.554,-48.792,-13.942
1.536E9,-17.905,38.545,-48.677,-13.921
1.538E9,-17.936,38.534,-49.038,-13.902
1.540E9,-18.071,38.523,-48.596,-13.877
1.542E9,-18.188,38.510,-48.600,-13.849
1.544E9,-18.258,38.501,-48.665,-13.828
1.546E9,-18.343,38.490,-48.610,-13.805
1.548E9,-18.487,38.478,-48.392,-13.762
1.550E9,-18.557,38.467,-48.544,-13.754
1.552E9,-18.597,38.457,-48.833,-13.757
1.554E9,-18.675,38.445,-48.994,-13.737
1.556E9,-18.776,38.433,-48.700,-13.710
1.558E9,-18.895,38.423,-48.284,-13.670
1.560E9,-19.011,38.410,-48.122,-13.623
1.562E9,-19.066,38.400,-48.524,-13.638
1.564E9,-19.173,38.388,-48.252,-13.612
1.566E9,-19.245,38.376,-48.153,-13.596
1.568E9,-19.371,38.366,-48.065,-13.562
1.570E9,-19.426,38.352,-48.053,-13.545
1.572E9,-19.508,38.342,-48.317,-13.534
1.574E9,-19.646,38.329,-48.161,-13.499
1.576E9,-19.701,38.318,-48.349,-13.516
1.578E9,-19.788,38.306,-47.847,-13.460
1.580E9,-19.884,38.294,-48.593,-13.524
1.582E9,-19.931,38.283,-47.946,-13.469
1.584E9,-20.061,38.271,-47.781,-13.407
1.586E9,-20.146,38.258,-48.226,-13.427
1.588E9,-20.218,38.249,-47.765,-13.413
1.590E9,-20.326,38.235,-48.048,-13.400
1.592E9,-20.425,38.222,-48.207,-13.392
1.594E9,-20.499,38.211,-48.003,-13.377
1.596E9,-20.592,38.200,-47.799,-13.363
1.598E9,-20.678,38.188,-48.113,-13.334
1.600E9,-20.768,38.175,-47.992,-13.322
1.602E9,-20.861,38.162,-47.821,-13.313
1.604E9,-20.936,38.152,-47.719,-13.290
1.606E9,-21.055,38.139,-48.139,-13.298
1.608E9,-21.113,38.128,-48.020,-13.290
1.610E9,-21.195,38.115,-47.792,-13.288
1.612E9,-21.331,38.104,-48.133,-13.279
1.614E9,-21.381,38.091,-47.746,-13.266
1.616E9,-21.471,38.078,-47.768,-13.247
1.618E9,-21.564,38.067,-47.398,-13.240
1.620E9,-21.649,38.055,-47.829,-13.235
1.622E9,-21.716,38.042,-47.717,-13.226
1.624E9,-21.842,38.030,-47.677,-13.214
1.626E9,-21.884,38.018,-47.439,-13.205
1.628E9,-21.997,38.006,-47.623,-13.213
1.630E9,-22.077,37.995,-47.465,-13.193
1.632E9,-22.124,37.982,-47.458,-13.184
1.634E9,-22.320,37.970,-47.527,-13.192
1.636E9,-22.444,37.957,-47.098,-13.184
1.638E9,-22.485,37.945,-47.481,-13.193
1.640E9,-22.553,37.933,-47.605,-13.180
1.642E9,-22.656,37.921,-47.131,-13.169
1.644E9,-22.725,37.908,-47.367,-13.174
1.646E9,-22.830,37.897,-47.650,-13.178
1.648E9,-22.916,37.884,-47.223,-13.157
1.650E9,-22.995,37.872,-47.275,-13.150
1.652E9,-23.116,37.860,-47.662,-13.184
1.654E9,-23.232,37.848,-46.945,-13.152
1.656E9,-23.300,37.836,-47.317,-13.166
1.658E9,-23.395,37.823,-47.405,-13.162
1.660E9,-23.481,37.810,-47.367,-13.161
1.662E9,-23.628,37.798,-46.965,-13.154
1.664E9,-23.710,37.787,-47.184,-13.160
1.666E9,-23.806,37.775,-47.072,-13.136
1.668E9,-23.955,37.763,-46.754,-13.128
1.670E9,-24.015,37.751,-47.337,-13.181
