freq,s11,s21,s12,s22
1.712E9,-26.707,37.499,-46.502,-13.271
1.714E9,-26.813,37.486,-46.318,-13.286
1.716E9,-27.040,37.475,-46.897,-13.286
1.718E9,-27.158,37.462,-46.506,-13.316
1.720E9,-27.287,37.452,-46.513,-13.308
1.722E9,-27.420,37.438,-46.495,-13.334
1.724E9,-27.612,37.427,-46.565,-13.336
1.726E9,-27.715,37.415,-46.471,-13.351
1.728E9,-27.865,37.404,-46.330,-13.372
1.730E9,-28.108,37.389,-45.970,-13.392
1.732E9,-28.141,37.379,-46.262,-13.395
1.734E9,-28.270,37.369,-46.358,-13.404
1.736E9,-28.470,37.357,-46.212,-13.422
1.738E9,-28.570,37.344,-46.345,-13.458
1.740E9,-28.739,37.333,-46.076,-13.467
1.742E9,-28.788,37.322,-46.276,-13.474
1.744E9,-28.970,37.310,-45.935,-13.477
1.746E9,-29.086,37.297,-45.935,-13.520
1.748E9,-29.160,37.286,-45.948,-13.511
1.750E9,-29.233,37.276,-45.941,-13.551
1.752E9,-29.373,37.264,-45.833,-13.542
1.754E9,-29.435,37.251,-46.034,-13.588
1.756E9,-29.421,37.241,-46.040,-13.615
1.758E9,-29.491,37.229,-45.662,-13.651
1.760E9,-29.509,37.217,-45.996,-13.660
1.762E9,-29.558,37.206,-45.785,-13.692
1.764E9,-29.474,37.194,-45.948,-13.696
1.766E9,-29.519,37.182,-45.782,-13.740
1.768E9,-29.508,37.169,-45.810,-13.757
1.770E9,-29.358,37.159,-45.883,-13.732
1.772E9,-29.243,37.148,-45.831,-13.759
1.774E9,-29.215,37.136,-45.617,-13.817
1.776E9,-29.054,37.125,-45.803,-13.824
1.778E9,-28.911,37.113,-45.935,-13.803
1.780E9,-28.876,37.099,-45.560,-13.884
1.782E9,-28.696,37.087,-45.672,-13.889
1.784E9,-28.457,37.076,-45.795,-13.918
1.786E9,-28.337,37.065,-45.268,-13.959
1.788E9,-28.130,37.053,-45.808,-13.942
1.790E9,-27.902,37.040,-45.724,-13.982
1.792E9,-27.695,37.029,-45.643,-14.016
1.794E9,-27.445,37.017,-45.544,-14.039
1.796E9,-27.233,37.005,-45.483,-14.087
1.798E9,-27.028,36.995,-45.302,-14.113
1.800E9,-26.814,36.982,-45.588,-14.128
1.802E9,-26.503,36.970,-45.557,-14.143
1.804E9,-26.315,36.958,-45.478,-14.163
1.806E9,-26.023,36.947,-45.316,-14.224
1.808E9,-25.827,36.935,-45.360,-14.245
1.810E9,-25.575,36.922,-45.440,-14.252
1.812E9,-25.248,36.912,-45.553,-14.301
1.814E9,-25.075,36.900,-45.383,-14.345
1.816E9,-24.842,36.888,-45.349,-14.363
1.818E9,-24.558,36.877,-45.316,-14.388
1.820E9,-24.343,36.863,-45.344,-14.437
1.822E9,-24.131,36.852,-45.331,-14.471
1.824E9,-23.881,36.840,-45.338,-14.501
1.826E9,-23.621,36.827,-45.195,-14.520
1.828E9,-23.367,36.815,-45.515,-14.538
1.830E9,-23.146,36.805,-45.255,-14.572
1.832E9,-22.932,36.793,-45.069,-14.617
1.834E9,-22.741,36.780,-44.986,-14.666
1.836E9,-22.494,36.767,-44.950,-14.702
1.838E9,-22.290,36.755,-44.845,-14.741
1.840E9,-22.039,36.743,-45.080,-14.752
1.842E9,-21.858,36.731,-44.856,-14.795
1.844E9,-21.599,36.719,-45.023,-14.821
1.846E9,-21.366,36.706,-45.254,-14.819
1.848E9,-21.223,36.694,-44.826,-14.869
1.850E9,-21.023,36.681,-44.871,-14.901
1.852E9,-20.766,36.669,-44.822,-14.955
1.854E9,-20.560,36.657,-44.703,-15.001
1.856E9,-20.405,36.642,-45.016,-14.995
1.858E9,-20.188,36.633,-44.881,-15.040
1.860E9,-19.986,36.618,-44.731,-15.085
1.862E9,-19.808,36.607,-44.529,-15.134
1.864E9,-19.620,36.595,-44.672,-15.168
1.866E9,-19.431,36.582,-44.737,-15.181
1.868E9,-19.225,36.569,-44.320,-15.248
1.870E9,-19.043,36.557,-44.654,-15.262
1.872E9,-18.900,36.544,-44.624,-15.280
1.874E9,-18.725,36.532,-44.716,-15.293
1.876E9,-18.513,36.519,-44.570,-15.354
1.878E9,-18.352,36.506,-44.489,-15.380
1.880E9,-18.162,36.493,-44.563,-15.425
1.882E9,-18.017,36.481,-44.455,-15.448
1.884E9,-17.862,36.467,-44.750,-15.464
1.886E9,-17.694,36.455,-44.534,-15.515
1.888E9,-17.546,36.440,-44.650,-15.509
1.890E9,-17.370,36.428,-44.300,-15.607
1.892E9,-17.187,36.414,-44.577,-15.580
1.894E9,-17.051,36.402,-44.337,-15.658
1.896E9,-16.905,36.386,-44.260,-15.687
1.898E9,-16.730,36.372,-44.382,-15.709
1.900E9,-16.607,36.360,-43.855,-15.799
1.902E9,-16.430,36.345,-44.359,-15.755
1.904E9,-16.288,36.333,-44.474,-15.773
1.906E9,-16.154,36.317,-44.339,-15.823
1.908E9,-15.992,36.305,-44.208,-15.844
1.910E9,-15.853,36.291,-44.446,-15.854
1.912E9,-15.728,36.276,-44.251,-15.912
1.914E9,-15.581,36.262,-44.230,-15.926
1.916E9,-15.429,36.248,-43.948,-15.972
1.918E9,-15.312,36.233,-44.315,-15.959
1.920E9,-15.175,36.220,-44.035,-16.011
1.922E9,-15.050,36.206,-44.131,-16.035
1.924E9,-14.895,36.190,-44.013,-16.060
1.926E9,-14.778,36.175,-43.939,-16.079
1.928E9,-14.653,36.162,-44.242,-16.071
1.930E9,-14.516,36.146,-44.067,-16.101
1.932E9,-14.412,36.132,-43.820,-16.157
1.934E9,-14.260,36.116,-44.071,-16.159
1.936E9,-14.137,36.102,-43.948,-16.167
1.938E9,-14.029,36.087,-44.022,-16.157
1.940E9,-13.897,36.072,-44.149,-16.173
1.942E9,-13.784,36.057,-44.081,-16.194
1.944E9,-13.662,36.043,-44.068,-16.229
1.946E9,-13.550,36.027,-43.875,-16.221
1.948E9,-13.422,36.010,-43.903,-16.240
1.950E9,-13.308,35.994,-43.811,-16.239
1.952E9,-13.193,35.980,-43.992,-16.257
1.954E9,-13.070,35.964,-43.790,-16.278
1.956E9,-12.953,35.947,-43.858,-16.278
1.958E9,-12.858,35.932,-43.838,-16.289
1.960E9,-12.744,35.917,-43.737,-16.293
1.962E9,-12.644,35.899,-43.493,-16.320
1.964E9,-12.525,35.884,-43.577,-16.305
1.966E9,-12.423,35.867,-43.711,-16.299
1.968E9,-12.323,35.851,-43.750,-16.306
1.970E9,-12.231,35.834,-43.577,-16.273
1.972E9,-12.123,35.819,-43.742,-16.257
1.974E9,-12.013,35.803,-43.583,-16.259
1.976E9,-11.921,35.784,-43.772,-16.241
1.978E9,-11.816,35.768,-43.667,-16.247
1.980E9,-11.724,35.750,-43.662,-16.230
1.982E9,-11.632,35.735,-43.383,-16.230
1.984E9,-11.525,35.717,-43.732,-16.179
1.986E9,-11.444,35.701,-43.675,-16.201
1.988E9,-11.338,35.681,-43.519,-16.178
1.990E9,-11.238,35.665,-43.681,-16.141
1.992E9,-11.142,35.646,-43.562,-16.121
1.994E9,-11.062,35.631,-43.516,-16.130
1.996E9,-10.978,35.614,-43.396,-16.102
1.998E9,-10.880,35.594,-43.366,-16.096
2.000E9,-10.788,35.577,-43.375,-16.062
2.002E9,-10.707,35.559,-43.448,-16.064
2.004E9,-10.620,35.541,-43.504,-15.984
2.006E9,-10.518,35.524,-43.319,-15.998
2.008E9,-10.435,35.504,-43.287,-15.916
2.010E9,-10.360,35.487,-43.400,-15.933
2.012E9,-10.279,35.470,-43.433,-15.855
2.014E9,-10.187,35.449,-43.242,-15.867
2.016E9,-10.111,35.431,-43.358,-15.832
2.018E9,-10.026,35.415,-43.325,-15.787
2.020E9,-9.942,35.394,-43.250,-15.802
2.022E9,-9.869,35.377,-43.284,-15.706
2.024E9,-9.780,35.355,-43.288,-15.736
2.026E9,-9.706,35.337,-43.211,-15.651
2.028E9,-9.628,35.318,-43.192,-15.645
2.030E9,-9.547,35.300,-43.080,-15.605
2.032E9,-9.464,35.280,-43.463,-15.586
2.034E9,-9.396,35.262,-43.213,-15.526
2.036E9,-9.318,35.241,-43.271,-15.487
2.038E9,-9.250,35.224,-43.124,-15.427
2.040E9,-9.171,35.204,-43.173,-15.418
2.042E9,-9.108,35.186,-42.966,-15.347
2.044E9,-9.038,35.165,-42.965,-15.279
2.046E9,-8.968,35.147,-42.976,-15.257
2.048E9,-8.895,35.126,-43.050,-15.206
2.050E9,-8.815,35.106,-42.996,-15.167
2.052E9,-8.745,35.084,-43.118,-15.154
2.054E9,-8.679,35.066,-43.151,-15.113
2.056E9,-8.626,35.046,-43.006,-15.065
2.058E9,-8.546,35.026,-42.871,-15.009
2.060E9,-8.486,35.007,-42.854,-14.957
2.062E9,-8.413,34.984,-43.091,-14.916
2.064E9,-8.349,34.965,-42.953,-14.866
2.066E9,-8.277,34.945,-43.049,-14.825
2.068E9,-8.235,34.925,-43.137,-14.782
2.070E9,-8.156,34.902,-43.033,-14.727
2.072E9,-8.108,34.884,-43.080,-14.692
2.074E9,-8.039,34.861,-42.913,-14.631
2.076E9,-7.982,34.843,-43.128,-14.577
2.078E9,-7.913,34.821,-42.981,-14.531
2.080E9,-7.854,34.802,-42.883,-14.478
2.082E9,-7.798,34.780,-42.916,-14.445
2.084E9,-7.732,34.759,-42.664,-14.395
2.086E9,-7.677,34.738,-42.906,-14.367
2.088E9,-7.620,34.718,-42.819,-14.302
2.090E9,-7.568,34.697,-43.057,-14.255
2.092E9,-7.506,34.676,-42.683,-14.177
2.094E9,-7.443,34.656,-42.755,-14.137
2.096E9,-7.392,34.634,-42.795,-14.058
2.098E9,-7.339,34.613,-42.736,-14.022
2.100E9,-7.285,34.594,-42.772,-13.999
